# Oyatie pre-wipe tracked-dirty snapshot manifest
# created_utc	2026-08-03T12:15:15.126440Z
# tracked changes are preserved as git-stash-create commit trees; worktrees were not modified
# untracked contents are NOT uploaded blindly; paths are inventoried below
# record_type	worktree	branch_or_untracked_path	head	snapshot_commit	tracked_entries	untracked_entries
untracked-path	/Users/jasonlee/Developer/oyatie	scripts/tests/community_fd001_red_fixture_contract_check.py				
untracked-path	/Users/jasonlee/Developer/oyatie	scripts/tests/conf_001_hyperscaler_conformance_check.py				
untracked-path	/Users/jasonlee/Developer/oyatie	scripts/tests/finops_collab_emission_models_check.py				
untracked-path	/Users/jasonlee/Developer/oyatie	scripts/tests/global_trade_inventory_authority_check.py				
untracked-path	/Users/jasonlee/Developer/oyatie	scripts/tests/hr_cloud_deployment_evidence_plan_check.py				
untracked-path	/Users/jasonlee/Developer/oyatie	scripts/tests/hr_group_ops_scale_plan_check.py				
untracked-path	/Users/jasonlee/Developer/oyatie	scripts/tests/hr_runtime_audit_event_registry_contract_check.py				
untracked-path	/Users/jasonlee/Developer/oyatie	scripts/tests/meet_source_map_contract_replay_check.py				
untracked-path	/Users/jasonlee/Developer/oyatie	scripts/tests/payroll_audit_event_registry_contract_check.py				
untracked-path	/Users/jasonlee/Developer/oyatie	scripts/tests/qk_01_overload_fairness_future_harness_check.py				
untracked-path	/Users/jasonlee/Developer/oyatie	scripts/tests/qk_02_shuffle_shard_isolation_future_harness_check.py				
untracked-path	/Users/jasonlee/Developer/oyatie	scripts/tests/qk_03_privacy_data_governance_future_harness_check.py				
untracked-path	/Users/jasonlee/Developer/oyatie	scripts/tests/qk_04_canary_prr_future_harness_check.py				
untracked-path	/Users/jasonlee/Developer/oyatie	scripts/tests/qk_05_focus_cost_export_future_harness_check.py				
untracked-path	/Users/jasonlee/Developer/oyatie	scripts/tests/qk_06_k8s_pod_security_future_harness_check.py				
untracked-path	/Users/jasonlee/Developer/oyatie	scripts/tests/qk_07_abuse_fraud_ddos_future_harness_check.py				
untracked-path	/Users/jasonlee/Developer/oyatie	scripts/tests/recordings_prd_red_fixture_contract_check.py				
untracked-path	/Users/jasonlee/Developer/oyatie	scripts/tests/sheets_source_map_authority_check.py				
untracked-path	/Users/jasonlee/Developer/oyatie	scripts/tests/slides_prd_red_fixture_contract_check.py				
untracked-path	/Users/jasonlee/Developer/oyatie	scripts/tests/social_prd_red_fixture_contract_check.py				
untracked-path	/Users/jasonlee/Developer/oyatie	scripts/tests/tasks_red_fixture_contract_check.py				
untracked-path	/Users/jasonlee/Developer/oyatie	scripts/tests/tls_001_ech_runtime_reconciliation_check.py				
untracked-path	/Users/jasonlee/Developer/oyatie	scripts/tests/translate_source_map_authority_check.py				
untracked-path	/Users/jasonlee/Developer/oyatie	skills-lock.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/bespoke-scm-virtual-materialization-plan.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/compliance-security-radar-cadence-contract.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/dogfood/bootstrap-tier-data.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/fixtures/anonymous-prd/red-fixtures.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/fixtures/anonymous-prd/replay/aggregate/anonymous-hr-aggregate-k-anonymity.fixture.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/fixtures/anonymous-prd/replay/authority/anonymous-authority-source-lock.fixture.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/fixtures/anonymous-prd/replay/authority/anonymous-retired-authority-rejection.fixture.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/fixtures/anonymous-prd/replay/boundary/anonymous-work-personal-context-isolation.fixture.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/fixtures/anonymous-prd/replay/legal/anonymous-legal-hold-four-eyes.fixture.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/fixtures/anonymous-prd/replay/moderation/anonymous-moderator-token-only.fixture.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/fixtures/anonymous-prd/replay/policy/anonymous-build-parentage.fixture.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/fixtures/anonymous-prd/replay/post/anonymous-post-token-only.fixture.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/fixtures/anonymous-prd/replay/privacy/anonymous-identity-fk-leakage-rejection.fixture.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/fixtures/anonymous-prd/replay/privacy/anonymous-verification-vault-isolation.fixture.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/fixtures/anonymous-prd/replay/ux/anonymous-browser-accessibility-evidence.fixture.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/fixtures/calendar-prd/red-fixtures.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/fixtures/calendar-prd/user-story-red-fixtures.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/fixtures/community-fd001/red-fixtures.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/fixtures/crate-adr-design-doc-coverage/tc-CRATEADR-002A-good-governance-check-gates-owner-batch.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/fixtures/drive/drive_contract_replay_check.py				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/fixtures/drive/red-fixtures.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/fixtures/drive/replay/crud/drive-file-folder-crud.fixture.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/fixtures/hr-cloud-deployment/preview-deployment-evidence-plan.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/fixtures/hr-group-ops-scale/high-volume-group-hr-plan.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/fixtures/meet/red-fixtures.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/fixtures/passkey-kyc-policy-context/consent-residency-missing-deny.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/fixtures/passkey-kyc-policy-context/hardware-bound-aal3-critical.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/fixtures/passkey-kyc-policy-context/proofing-incomplete-deny.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/fixtures/passkey-kyc-policy-context/stale-sanctions-pep-deny.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/fixtures/passkey-kyc-policy-context/syncable-passkey-aal2-ceiling.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/fixtures/recordings-prd/red-fixtures.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/fixtures/recordings-prd/replay/ingest/recordings-ingest-contract-replay.fixture.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/fixtures/sheets/source-map/red-fixtures.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/fixtures/sheets/source-map/rejects-legacy-microservices-manifest.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/fixtures/sheets/source-map/rejects-runtime-readiness-claim.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/fixtures/sheets/source-map/replay/asyncapi/sheets-collab-conflict.fixture.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/fixtures/sheets/source-map/replay/asyncapi/sheets-xlsx-import-export.fixture.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/fixtures/sheets/source-map/replay/authority/sheets-inventory-provenance-rejection.fixture.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/fixtures/sheets/source-map/replay/authority/sheets-source-map-authority-lock.fixture.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/fixtures/sheets/source-map/replay/openapi/sheets-cell-range-formula.fixture.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/fixtures/sheets/source-map/replay/openapi/sheets-import-export.fixture.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/fixtures/sheets/source-map/replay/openapi/sheets-workbook-session-open.fixture.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/fixtures/sheets/source-map/replay/policy/sheets-build-parentage.fixture.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/fixtures/sheets/source-map/replay/policy/sheets-retired-ai-intelligence-boundary.fixture.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/fixtures/sheets/source-map/replay/policy/sheets-security-data-policy.fixture.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/fixtures/sheets/source-map/replay/proto/sheets-cell-range-formula.fixture.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/fixtures/sheets/source-map/replay/proto/sheets-open-workbook-session.fixture.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/fixtures/sheets/source-map/replay/proto/sheets-stream-crdt-ops.fixture.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/fixtures/sheets/source-map/replay/ux/sheets-browser-accessibility-evidence.fixture.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/fixtures/sheets/source-map/valid-sheets-source-map.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/fixtures/slides/red-fixtures.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/fixtures/slides/rejects-legacy-microservices-manifest.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/fixtures/slides/rejects-retired-foundry-runtime.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/fixtures/slides/rejects-runtime-readiness-claim.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/fixtures/slides/replay/slides_accessibility_reduced_motion_fixture.fixture.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/fixtures/slides/replay/slides_acl_share_version_history_fixture.fixture.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/fixtures/slides/replay/slides_ai_assist_tier_disclosure_fixture.fixture.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/fixtures/slides/replay/slides_browser_user_story_evidence_fixture.fixture.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/fixtures/slides/replay/slides_build_parentage_fixture.fixture.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/fixtures/slides/replay/slides_collaboration_crdt_cursor_conflict_fixture.fixture.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/fixtures/slides/replay/slides_data_retention_audit_fixture.fixture.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/fixtures/slides/replay/slides_deck_crud_open_save_contract_fixture.fixture.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/fixtures/slides/replay/slides_import_export_contract_fixture.fixture.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/fixtures/slides/replay/slides_integration_boundaries_fixture.fixture.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/fixtures/slides/replay/slides_inventory_provenance_rejection_fixture.fixture.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/fixtures/slides/replay/slides_prd_authority_source_lock_fixture.fixture.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/fixtures/slides/replay/slides_present_broadcast_contract_fixture.fixture.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/fixtures/slides/valid-slides-source-authority.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/fixtures/social/red-fixtures.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/fixtures/social/replay/ac/social-ac01-personal-post-pillar.fixture.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/fixtures/social/replay/ac/social-ac03-story-ttl-purge.fixture.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/fixtures/social/replay/ac/social-ac04-professional-crosspost-consent.fixture.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/fixtures/social/replay/ac/social-ac05-ar-no-biometric-persistence.fixture.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/fixtures/social/replay/ac/social-ac06-collab-ownership-consent.fixture.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/fixtures/social/replay/asyncapi/social-asyncapi-v1-replay.fixture.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/fixtures/social/replay/authority/social-authority-source-lock.fixture.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/fixtures/social/replay/authority/social-retired-authority-rejection.fixture.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/fixtures/social/replay/contracts/social-produced-contracts.fixture.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/fixtures/social/replay/openapi/social-openapi-v1-replay.fixture.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/fixtures/social/replay/policy/social-build-parentage.fixture.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/fixtures/social/replay/proto/social-proto-v1-replay.fixture.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/fixtures/social/replay/security/social-security-privacy-policy.fixture.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/fixtures/social/replay/ux/social-ac02-context-switch-reconstructs-surfaces.fixture.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/fixtures/social/replay/ux/social-browser-accessibility-evidence.fixture.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/fixtures/tasks/red-fixtures.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/fixtures/tasks/replay/source-map/source-map-authority-replay.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/fixtures/tasks/replay/task-store/auth-legal-hold-retention-negative-replay.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/fixtures/tasks/replay/task-store/create-update-list-archive-contract-replay.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/fixtures/translate/source-map/red-fixtures.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/fixtures/translate/source-map/rejects-build-before-review.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/fixtures/translate/source-map/rejects-legacy-microservices-manifest.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/fixtures/translate/source-map/rejects-retired-ai-substrate-live-owner.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/fixtures/translate/source-map/rejects-runtime-readiness-claim.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/fixtures/translate/source-map/valid-translate-source-map.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/microservices/community.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/microservices/drive.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/microservices/forms.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/microservices/meet.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/microservices/recordings.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/microservices/sheets.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/microservices/sites.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/microservices/slides.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/microservices/tasks.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/microservices/translate.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/passkey-kyc-policy-context-contract.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/pci-dss-level-1-readiness-plan.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/platform-vertical-status.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/portfolio-ownership-ratchet.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/regulatory-identity-kyc-policy-evidence-architecture.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/regulatory-identity-source-of-truth.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/regulatory-legacy-gate-scanner-normalization-table.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/reorg/billing-move-plan.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/root-of-trust-ceremony-contract.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/security-validation-pipeline-matrix.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/sre-operations-center-contract.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/structural-blockers.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/trust-center-compliance-evidence-portal.json				
untracked-path	/Users/jasonlee/Developer/oyatie	specs/vulnerability-intelligence-sbom-vex-pipeline.json				
untracked-path	/Users/jasonlee/Developer/oyatie	worker.yaml				
dirty	/Users/jasonlee/Developer/oyatie-wt-ci-active-artifact-20260801	dev	b0a42acbabfe82b900d7a64c8af52e6c9a80bfcc	e65e3e9a570aef241e6de03c9d4d4f1a38aee126	12	0
dirty	/Users/jasonlee/Developer/oyatie-wt-proof-slot-0	lane/action-item-accounting-c2	7092e7fe9a34898fa09f398bd7e4d4b5477802a0	ae7ea5f3d2312b23f97be26f971645cc0a698fe7	1	0
dirty	/Users/jasonlee/Developer/oyatie/.claude/worktrees/agent-a5fbe8d35684023f8	worktree-agent-a5fbe8d35684023f8	71dcfdff1b6bbc4aa823b396ab1c08d103f1ce5f		0	1
untracked-path	/Users/jasonlee/Developer/oyatie/.claude/worktrees/agent-a5fbe8d35684023f8	PR-BODY-0612.md				
dirty	/Users/jasonlee/Developer/oyatie/.claude/worktrees/baseline-race	feat/trusted-baseline-await	4b993de406afb4e2cd2677d553a0469a4de23e1d	67356ac5f89cf10a604a893508484f61159ef402	1	0
dirty	/Users/jasonlee/Developer/oyatie/.claude/worktrees/ultragoal-resume-20260802	g028-trigger-fix-attempt2	42710c2a45ab70abecb2380cd28a2d8aa059f2af	f25bd38230994d1f33ab7509be51133b0302be90	1	0
dirty	/Users/jasonlee/Developer/oyatie/.claude/worktrees/wf_12a4f4b5-475-2	worktree-wf_12a4f4b5-475-2	1f1c5bf40899247feb8bf6b87613b8f07606256b	061a018e20c4fc9b8d1a6cda240f118d1ec2c5e0	16	0
dirty	/Users/jasonlee/Developer/oyatie/.claude/worktrees/wf_18082e4e-654-2	worktree-wf_18082e4e-654-2	1612db9e979c14e9ddc8754acc22e6d2255f3f45	3a0e28908cab947ed4a377b01e7e261d6772add1	13	0
dirty	/Users/jasonlee/Developer/oyatie/.claude/worktrees/wf_18a9e839-868-1	worktree-wf_18a9e839-868-1	628ffa7091aff5bc940870c40b8e091bc562bf3b		7	0
dirty	/Users/jasonlee/Developer/oyatie/.claude/worktrees/wf_18a9e839-868-3	worktree-wf_18a9e839-868-3	628ffa7091aff5bc940870c40b8e091bc562bf3b	100872d6c556640d04f6acf9c696b2668ec24c06	1	0
dirty	/Users/jasonlee/Developer/oyatie/.claude/worktrees/wf_18a9e839-868-4	worktree-wf_18a9e839-868-4	628ffa7091aff5bc940870c40b8e091bc562bf3b		1	0
dirty	/Users/jasonlee/Developer/oyatie/.claude/worktrees/wf_1903fbe1-ee9-6	worktree-wf_1903fbe1-ee9-6	f205738152c78e754c43f560900d8d8ec708c7e3	3ca7bb981a37799553d984f89a264ed1044df716	4	0
dirty	/Users/jasonlee/Developer/oyatie/.claude/worktrees/wf_1903fbe1-ee9-7	worktree-wf_1903fbe1-ee9-7	f205738152c78e754c43f560900d8d8ec708c7e3	4bf8354b3133bf302263901d9307f4aab02c8d2f	2	0
dirty	/Users/jasonlee/Developer/oyatie/.claude/worktrees/wf_1903fbe1-ee9-8	worktree-wf_1903fbe1-ee9-8	f205738152c78e754c43f560900d8d8ec708c7e3	a0a8e0261a61f1d78e6c492af404693a75323cde	7	0
dirty	/Users/jasonlee/Developer/oyatie/.claude/worktrees/wf_1903fbe1-ee9-9	worktree-wf_1903fbe1-ee9-9	f205738152c78e754c43f560900d8d8ec708c7e3	4ae86701533ca603602c6884aee4258576f58439	2	0
dirty	/Users/jasonlee/Developer/oyatie/.claude/worktrees/wf_445e1ee6-043-1	worktree-wf_445e1ee6-043-1	09c574f864d91a0c6c51aff6e655cfe1ffff9c36	7ef8d072f8988322851148be52990b6f6be655bc	3	0
dirty	/Users/jasonlee/Developer/oyatie/.claude/worktrees/wf_445e1ee6-043-2	worktree-wf_445e1ee6-043-2	09c574f864d91a0c6c51aff6e655cfe1ffff9c36	d7ca6fc45a69659e97da1110c36d465e2854edec	6	2
untracked-path	/Users/jasonlee/Developer/oyatie/.claude/worktrees/wf_445e1ee6-043-2	oya/intelligence/crates/oya-intelligence-architecture-map-app/src/main.rs				
untracked-path	/Users/jasonlee/Developer/oyatie/.claude/worktrees/wf_445e1ee6-043-2	oya/intelligence/crates/oya-intelligence-architecture-map-app/tests/regeneration.rs				
dirty	/Users/jasonlee/Developer/oyatie/.claude/worktrees/wf_445e1ee6-043-3	worktree-wf_445e1ee6-043-3	09c574f864d91a0c6c51aff6e655cfe1ffff9c36		5	0
dirty	/Users/jasonlee/Developer/oyatie/.claude/worktrees/wf_44a5a2d2-59d-2	worktree-wf_44a5a2d2-59d-2	83d045e41500fb3a058baa37026a94f250a13242	0b1b00fb8606ddb1638011ffb8b14d07a8aaad81	11	0
dirty	/Users/jasonlee/Developer/oyatie/.claude/worktrees/wf_9272b462-31a-14	worktree-wf_9272b462-31a-14	1f1c5bf40899247feb8bf6b87613b8f07606256b	91eab64b9364df05883d67160fd907f05d5ff661	20	0
dirty	/Users/jasonlee/Developer/oyatie/.claude/worktrees/wf_9272b462-31a-15	worktree-wf_9272b462-31a-15	1f1c5bf40899247feb8bf6b87613b8f07606256b	f1c9288448d03a33b0fbb8c95a1563818644d1c4	28	0
dirty	/Users/jasonlee/Developer/oyatie/.claude/worktrees/wf_9272b462-31a-19	worktree-wf_9272b462-31a-19	1f1c5bf40899247feb8bf6b87613b8f07606256b	a8b2ba9c2cda07a1672387ed3908d9985ed81886	38	0
dirty	/Users/jasonlee/Developer/oyatie/.claude/worktrees/wf_94b433eb-bc6-1	worktree-wf_94b433eb-bc6-1	0c1014b87f0d881a821faa6a872b309deba0cfbf	b1e5205310942bc1d0121aa2c114b8ede63f3cbe	1	0
dirty	/Users/jasonlee/Developer/oyatie/.claude/worktrees/wf_a6c6939e-488-2	work-headroom-488-2	7fa050225465c0b5230911f62ab0e0a3e8dcf348	cf4bbb116dbafc9c6e71f5be59f97629248e1426	1	0
dirty	/Users/jasonlee/Developer/oyatie/.claude/worktrees/wf_b1c8f273-a59-1	worktree-wf_b1c8f273-a59-1	1f1c5bf40899247feb8bf6b87613b8f07606256b	7f30fc8c5c12bf2fe50665cae23f6af4fcf77fe1	51	0
dirty	/Users/jasonlee/Developer/oyatie/.claude/worktrees/wf_b1c8f273-a59-2	worktree-wf_b1c8f273-a59-2	1f1c5bf40899247feb8bf6b87613b8f07606256b	2341e83791aa64eae35f4a079f1fef5c9619cc0a	15	0
dirty	/Users/jasonlee/Developer/oyatie/.claude/worktrees/wf_b1c8f273-a59-3	worktree-wf_b1c8f273-a59-3	1f1c5bf40899247feb8bf6b87613b8f07606256b	07f9589e02f58e19c17c82a3f27b749f065b8af5	21	0
dirty	/Users/jasonlee/Developer/oyatie/.claude/worktrees/wf_b1c8f273-a59-4	worktree-wf_b1c8f273-a59-4	1f1c5bf40899247feb8bf6b87613b8f07606256b	16e390cabb8678bd2fb6dd9dfb3077c714e67115	499	0
dirty	/Users/jasonlee/Developer/oyatie/.claude/worktrees/wf_b1c8f273-a59-5	worktree-wf_b1c8f273-a59-5	1f1c5bf40899247feb8bf6b87613b8f07606256b	239612c3e50672843f4634278a83d4d70b0782fd	59	0
dirty	/Users/jasonlee/Developer/oyatie/.claude/worktrees/wf_b1c8f273-a59-6	worktree-wf_b1c8f273-a59-6	1f1c5bf40899247feb8bf6b87613b8f07606256b	b5b44687ce69be464c7a4a23939b85c00bd22864	165	0
dirty	/Users/jasonlee/Developer/oyatie/.claude/worktrees/wf_b1c8f273-a59-7	worktree-wf_b1c8f273-a59-7	1f1c5bf40899247feb8bf6b87613b8f07606256b	e10edc95257af18944b988368f9315e88e4e12f8	105	0
dirty	/Users/jasonlee/Developer/oyatie/.claude/worktrees/wf_b8521ce6-76f-5	worktree-wf_b8521ce6-76f-5	f205738152c78e754c43f560900d8d8ec708c7e3	69d2eead03ed4e110b1fe777569740e8385c0fd0	2	0
dirty	/Users/jasonlee/Developer/oyatie/.claude/worktrees/wf_b8521ce6-76f-6	worktree-wf_b8521ce6-76f-6	f205738152c78e754c43f560900d8d8ec708c7e3	c5b67e8919f67b7f2da5d80f05d95d320ae49786	5	0
dirty	/Users/jasonlee/Developer/oyatie/.claude/worktrees/wf_c3c14044-f01-2	worktree-wf_c3c14044-f01-2	1f1c5bf40899247feb8bf6b87613b8f07606256b	aef5586d0af583add172d3d4fbb4eb7eece3ca7f	53	0
dirty	/Users/jasonlee/Developer/oyatie/.claude/worktrees/wf_c3c14044-f01-3	worktree-wf_c3c14044-f01-3	1f1c5bf40899247feb8bf6b87613b8f07606256b	2334ba5d4e874af5a78f234f8b684c968495ac96	14	0
dirty	/Users/jasonlee/Developer/oyatie/.claude/worktrees/wf_c3c14044-f01-4	worktree-wf_c3c14044-f01-4	1f1c5bf40899247feb8bf6b87613b8f07606256b	e9220c921c7b9ba7f84f31b76efc14401748acf4	22	0
dirty	/Users/jasonlee/Developer/oyatie/.claude/worktrees/wf_c3c14044-f01-5	worktree-wf_c3c14044-f01-5	1f1c5bf40899247feb8bf6b87613b8f07606256b	d0273530dd603b2e0dc2374c1b11ff4c9d8d19a3	475	0
dirty	/Users/jasonlee/Developer/oyatie/.claude/worktrees/wf_c3c14044-f01-6	worktree-wf_c3c14044-f01-6	1f1c5bf40899247feb8bf6b87613b8f07606256b	f3ee80bffb9fdc17e0ea4301b57259ea4122ec95	45	0
dirty	/Users/jasonlee/Developer/oyatie/.claude/worktrees/wf_c3c14044-f01-7	worktree-wf_c3c14044-f01-7	1f1c5bf40899247feb8bf6b87613b8f07606256b	8ac4bcebda204f642591de2cbcee432a5aca5f3a	150	0
dirty	/Users/jasonlee/Developer/oyatie/.claude/worktrees/wf_c3c14044-f01-8	worktree-wf_c3c14044-f01-8	1f1c5bf40899247feb8bf6b87613b8f07606256b	2f627fd87ed3df43d5146e7e1e8907e9fb097cd2	102	0
dirty	/Users/jasonlee/Developer/oyatie/.claude/worktrees/wf_c3c14044-f01-9	worktree-wf_c3c14044-f01-9	1f1c5bf40899247feb8bf6b87613b8f07606256b	da6b64b604c688ad756d2f8f264ad8b91f8d44e0	121	0
dirty	/Users/jasonlee/Developer/oyatie/.claude/worktrees/wf_f66bf3ee-51a-1	feat/cloud-intel-g0-billing-canary	3a4a9238bee53bf442b74564941be04f5edbfb7d		0	1
untracked-path	/Users/jasonlee/Developer/oyatie/.claude/worktrees/wf_f66bf3ee-51a-1	intelligence/core/kernel/src/billing_bucket.rs				
dirty	/Users/jasonlee/Developer/oyatie/.worktrees/t_1cb9bacc	agent/architecture-map-producer-parity	1d21a7fd5fbc29d6853b3863a6d2680e6ac44224	1636aa1e36c0a815d88e3b0403567591c48401b6	13	1
untracked-path	/Users/jasonlee/Developer/oyatie/.worktrees/t_1cb9bacc	marketplace/facade/dev-cli/tests/architecture_map_emit_cli.rs				
dirty	/Users/jasonlee/Developer/oyatie/.worktrees/t_7b437a23-calendar-build	work-hermes-t_7b437a23-calendar-build	c52bdb09ea337de103b05317de0c120f2b7a3e45	ba2898862851be622ff72c2e07ef8d465d993f32	15	16
untracked-path	/Users/jasonlee/Developer/oyatie/.worktrees/t_7b437a23-calendar-build	scripts/tests/calendar_prd_red_fixture_contract_check.py				
untracked-path	/Users/jasonlee/Developer/oyatie/.worktrees/t_7b437a23-calendar-build	specs/fixtures/calendar-prd/red-fixtures.json				
untracked-path	/Users/jasonlee/Developer/oyatie/.worktrees/t_7b437a23-calendar-build	specs/fixtures/calendar-prd/replay/ac/calendar-ac01-work-event-org-pillar-audit.fixture.json				
untracked-path	/Users/jasonlee/Developer/oyatie/.worktrees/t_7b437a23-calendar-build	specs/fixtures/calendar-prd/replay/ac/calendar-ac02-personal-detail-projection.fixture.json				
