path	doc_type	category	axis	status	title
ADR-0242-oyatie-is-a-tenant-doctrine.md	adr	explanation	decision/ADR	Proposed	oyatie-is-a-tenant doctrine
ADR-0243-cedar-as-universal-gate.md	adr	explanation	decision/ADR	Proposed	Cedar as Universal Gate
ADR-0244-tenant-as-universal-scoping-primitive.md	adr	explanation	decision/ADR	Proposed	Tenant as Universal Scoping Primitive
ADR-0245-substrate-vs-product-layering.md	adr	explanation	decision/ADR	Proposed	Substrate vs Product Layering
ADR-0246-policy-engine-substrate-promotion.md	adr	explanation	decision/ADR	Proposed	Policy-Engine Substrate Promotion
ADR-0247-self-hosting-self-modification-doctrine.md	adr	explanation	decision/ADR	Proposed	Self-Hosting / Self-Modification Doctrine
ADR-0248-amazon-shape-cellular-architecture.md	adr	explanation	decision/ADR	Proposed	Amazon-shape Cellular Architecture
ADR-0249-multi-category-marketplace-doctrine.md	adr	explanation	decision/ADR	Proposed	Multi-Category Marketplace Doctrine
ADR-0250-build-ahead-of-certification-doctrine.md	adr	explanation	decision/ADR	Proposed	Build-Ahead-of-Certification Doctrine
ADR-0251-compliance-pack-cell-certification-levels.md	adr	explanation	decision/ADR	Proposed	Compliance Pack + Cell Certification Levels
ADR-0252-time-coordination-distributed-consistency.md	adr	explanation	decision/ADR	Proposed	Time, Coordination, and Distributed Consistency
ADR-0253-network-topology-edge-service-mesh.md	adr	explanation	decision/ADR	Proposed	Network topology — Anycast apex + edge POPs +
ADR-0254-deployment-model-spectrum.md	adr	explanation	decision/ADR	Proposed	Deployment model spectrum
ADR-0255-intelligence-as-two-layer-ai-substrate.md	adr	explanation	decision/ADR	Proposed	Intelligence as Two-Layer AI Substrate
ADR-0257-ontology-object-type-versioning-deprecation-handshake.md	adr	explanation	decision/ADR	Proposed	Ontology Object-Type Versioning + Deprecation Handshake
ADR-0258-api-versioning-model.md	adr	explanation	decision/ADR	Accepted	API Versioning Model (Stripe-style request-time pinning for public, URL
ADR-0263-observability-emission-contract.md	adr	explanation	decision/ADR	Proposed	Observability Emission Contract
ADR-0272-cookie-consent-per-purpose-analytics-opt-in.md	adr	explanation	decision/ADR	Proposed	Cookie Consent + Per-Purpose Analytics Opt-In
ADR-0273-per-tenant-dkim-spf-dmarc-email-deliverability.md	adr	explanation	decision/ADR	Proposed	Per-tenant DKIM/SPF/DMARC email deliverability
ADR-0276-backup-portability-format-gdpr-article-20.md	adr	explanation	decision/ADR	Proposed	Backup + Portability Format (GDPR Article 20)
ADR-0280-substrate-of-substrate-dependency-doctrine.md	adr	explanation	decision/ADR	Proposed	Substrate-of-Substrate Dependency Doctrine
ADR-0284-platform-owner-name-indirection.md	adr	explanation	decision/ADR	Proposed	Platform-Owner-Name Indirection
ADR-0292-minor-user-doctrine-coppa-kosa-eu-age-verification.md	adr	explanation	decision/ADR	Proposed	Minor User Doctrine — COPPA + KOSA + EU
ADR-0293-foundry-meta-trust-root.md	adr	explanation	decision/ADR	Proposed	Foundry Meta-Trust-Root for Self-Modification Witness
ADR-0294-cedar-fragment-soak-anomaly-rollback.md	adr	explanation	decision/ADR	Proposed	Cedar Fragment Soak + Anomaly-Rollback
ADR-0295-bootstrap-ci-spiffe-kill-switch.md	adr	explanation	decision/ADR	Proposed	Bootstrap CI SPIFFE Identity + T+8h Kill-Switch
ADR-0296-library-first-credential-sidecar.md	adr	explanation	decision/ADR	Proposed	Library-First Credential Sidecar
ADR-0297-abuse-defence-baseline-anti-bot-spoof-scrape.md	adr	explanation	decision/ADR	Proposed	Abuse-Defence Baseline — Anti-Bot + Anti-Spoof + Anti-Scrape
ADR-0298-emergency-services-bypass-life-safety.md	adr	explanation	decision/ADR	Proposed	Emergency-Services Bypass — Life-Safety Hard Rule
ADR-0299-account-recovery-resilience.md	adr	explanation	decision/ADR	Proposed	Account-Recovery + Hijack-Recovery Resilience
ADR-0300-whistleblower-press-freedom-anonymity.md	adr	explanation	decision/ADR	Proposed	Whistleblower + Press-Freedom + Anonymity Doctrine
ADR-0301-survivor-safety-domestic-abuse-mode.md	adr	explanation	decision/ADR	Proposed	Survivor-Safety + Domestic-Abuse Mode
ADR-0302-deceased-user-inheritance-doctrine.md	adr	explanation	decision/ADR	Proposed	Deceased-User Inheritance Doctrine
ADR-0303-cognitive-impairment-decision-resilience.md	adr	explanation	decision/ADR	Proposed	Cognitive-Impairment and Decision-Resilience Doctrine
ADR-0304-cross-jurisdiction-conflict-resolution.md	adr	explanation	decision/ADR	Proposed	Cross-Jurisdiction Conflict Resolution Doctrine
ADR-0305-delegated-agent-authority-chain.md	adr	explanation	decision/ADR	Proposed	Delegated-Agent Authority Chain Doctrine
ADR-0306-disaster-mode-cell-resilience.md	adr	explanation	decision/ADR	Proposed	Disaster-Mode + Cell-Resilience Doctrine
ADR-0307-detection-substrate-streaming-batch.md	adr	explanation	decision/ADR	Proposed	Detection Substrate — Streaming + Batch (DRMP "D" Layer)
ADR-0308-ml-model-lifecycle-ai-act-compliance.md	adr	explanation	decision/ADR	Proposed	ML Model Lifecycle — EU AI Act + NIST
ADR-0309-detection-fairness-audit-civil-rights.md	adr	explanation	decision/ADR	Proposed	Detection Fairness + Civil-Rights Compliance Baseline
ADR-0310-investigation-case-management.md	adr	explanation	decision/ADR	Proposed	Investigation Case-Management Substrate
ADR-0311-dual-tenant-identity-personal-vs-work-boundary.md	adr	explanation	decision/ADR	Proposed	Dual-Tenant Identity — Personal-vs-Work Boundary
ADR-0312-court-warrant-scoped-piercing.md	adr	explanation	decision/ADR	Proposed	Court-Warrant Scoped Piercing
ADR-0313-conglomerate-tenant-hierarchy-sovereign-children.md	adr	explanation	decision/ADR	Proposed	Conglomerate-Tenant Hierarchy — Sovereign-Child + Policy-Engine-Mediated Controlling-Entity Grant
ADR-0314-marketplace-as-universal-deal-settlement.md	adr	explanation	decision/ADR	Proposed	Marketplace as Universal Deal-Settlement Substrate
ADR-0315-erp-coverage-doctrine-sap-parity.md	adr	explanation	decision/ADR	Proposed	ERP Coverage Doctrine - SAP-Parity Goal
ADR-0316-capability-tier-over-product-fragmentation.md	adr	explanation	decision/ADR	Proposed	Capability-Tier Over Product Fragmentation Doctrine
ADR-0317-role-based-projection-unified-ux-shell.md	adr	explanation	decision/ADR	Proposed	Role-Based Projection + Unified UX Shell Doctrine
ADR-0318-collar-color-workspace-universality.md	adr	explanation	decision/ADR	Proposed	Collar-Color and Workspace Universality Doctrine
ADR-0319-front-middle-back-office-information-barrier.md	adr	explanation	decision/ADR	Proposed	Front Office / Middle Office / Back Office Information-Barrier
ADR-0320-apprentice-intern-resident-fellow-transient-identity.md	adr	explanation	decision/ADR	Proposed	Apprentice, Intern, Resident, and Fellow Transient Identity Doctrine
ADR-0321-b2b-saas-industry-leader-coverage.md	adr	explanation	decision/ADR	Proposed	B2B SaaS Industry-Leader Coverage Doctrine
ADR-0322-substance-bar-as-doctrine-and-ci-enforcement.md	adr	explanation	decision/ADR	Proposed	Substance Bar as Doctrine and CI Enforcement
ADR-0323-multi-wave-sequencing-doctrine.md	adr	explanation	decision/ADR	Proposed	Multi-Wave Sequencing Doctrine
ADR-0324-anti-script-anti-template-doctrine.md	adr	explanation	decision/ADR	Proposed	Anti-Script Anti-Template Doctrine
ADR-0325-capability-tier-pricing-anchors-public.md	adr	explanation	decision/ADR	Proposed	Capability Tier Pricing Anchors Public
ADR-0326-per-tenant-data-residency-attestation.md	adr	explanation	decision/ADR	Proposed	Per-Tenant Data Residency Attestation
ADR-0327-wave-3-completion-criteria-and-promotion-gates.md	adr	explanation	decision/ADR	Proposed	Wave 3 Completion Criteria and Promotion Gates
ADR-0328-substance-bar-as-canonical-sequence-and-batch-discipline.md	adr	explanation	decision/ADR	Proposed	Substance Bar as Canonical Sequence and Batch Discipline
ADR-0329-tier-system-retired-replaced-by-tenant-class.md	adr	explanation	decision/ADR	Accepted	Tier system retired; replaced by tenant-class model
ADR-0330-tenant-class-demo-trial-vs-paid-composable-billing-components.md	adr	explanation	decision/ADR	Accepted	Tenant Class — demo_trial vs paid with Composable Billing
ADR-0331-cross-microservice-tenant-class-adoption-template.md	adr	explanation	decision/ADR	Accepted	Cross-µservice tenant_class Adoption Template
ADR-0332-healthcare-domain-decomposition.md	adr	explanation	decision/ADR	Accepted	Healthcare Domain Decomposition
ADR-0333-cell-microservice-retired-pattern-not-service.md	adr	explanation	decision/ADR	Accepted	Cell µservice retired; cellular architecture is a pattern, not
ADR-0334-shorts-microservice-merged-into-social.md	adr	explanation	decision/ADR	Accepted	shorts µservice retired; absorbed into social as short-video flavor
ADR-0335-foundry-microservice-retired-absorbed-by-intelligence.md	adr	explanation	decision/ADR	Accepted	foundry µservice retired; absorbed by intelligence; retired external agent harness terminology dropped
ADR-0336-valkey-not-redis-substrate.md	adr	explanation	decision/ADR	Proposed	Valkey is the canonical in-memory KV / cache /
ADR-0337-iceberg-canonical-olap-write-path.md	adr	explanation	decision/ADR	Proposed	Apache Iceberg is the canonical OLAP table-format write path
ADR-0338-pod-runtime-tier-0-to-3.md	adr	explanation	decision/ADR	Proposed	Pod runtime tier 0..3 (Kata + Cloud Hypervisor for
ADR-0339-shared-iac-module-library.md	adr	explanation	decision/ADR	Proposed	Shared IaC module library (microservices/cloud-iac/modules/<context>/<primitive>/ is canonical; per-µservice iac/<context>/main.tf
ADR-0340-capacity-model-per-microservice-manifest.md	adr	explanation	decision/ADR	Proposed	Capacity model per microservice manifest (baseline_cpu_per_tenant + baseline_ram_per_tenant +
ADR-0341-cellular-promotion-gates-explicit-tier-criteria.md	adr	explanation	decision/ADR	Proposed	Cellular promotion gates — explicit per-Tier 0..4 machine-checkable criteria
ADR-0342-api-versioning-hybrid-date-public-semver-sdk.md	adr	explanation	decision/ADR	Proposed	API versioning HYBRID model — date-based (YYYY-MM-DD) for public
ADR-0343-dr-rto-rpo-matrix-per-microservice-per-compliance-pack.md	adr	explanation	decision/ADR	Proposed	DR + RTO/RPO matrix per-µservice + per-compliance-pack (effective tenant
ADR-0344-sustainability-finops-dimensional-model.md	adr	explanation	decision/ADR	Proposed	Sustainability + finops dimensional model (per-call CO2-grams + watt-hours
ADR-0345-oss-stewardship-class-policy-and-cve-response-sla.md	adr	explanation	decision/ADR	Proposed	OSS stewardship class policy + CVE-response SLA (Maintainer /
ADR-0346-oya-verify-must-run-full-ci-mirror.md	adr	explanation	decision/ADR	Proposed	oya verify --ci-required MUST locally mirror the full CI
ADR-0347-foundry-fitness-to-governance-bulk-rename.md	adr	explanation	decision/ADR	Proposed	Foundry-fitness to governance bulk rename (doctrine-only; all oya-foundry-fitness-* CI
ADR-0348-autosharding-auto-rebalance-dynamic-sharding.md	adr	explanation	decision/ADR	Proposed	Autosharding + auto-rebalance + dynamic sharding (cellular topology MUST
ADR-0349-jenkins-argocd-self-hostable-ci-cd-substrate.md	adr	explanation	decision/ADR	Superseded	Jenkins (LTS) + ArgoCD canonical self-hostable CI/CD substrate (Jenkins
ADR-0350-uuidv7-canonical-id-primitive.md	adr	explanation	decision/ADR	Accepted	UUIDv7 Canonical ID Primitive Across Oyatie
ADR-0351-cell-rebalancer-and-cell-lifecycle-microservices.md	adr	explanation	decision/ADR	Accepted	Cell-rebalancer + cell-lifecycle microservices (amends ADR-0333)
ADR-0352-oyatie-from-scratch-architecture-handoff.md	adr	explanation	decision/ADR	Proposed	Oyatie from-scratch architecture handoff
ADR-0353-amendment-library-first-network-opt-in-clarification.md	adr	explanation	decision/ADR	Proposed	Amendment — Library-First / Network-Opt-In Clarification
ADR-0354-amendment-http3-fallback-strict-tls-ech-pqc.md	adr	explanation	decision/ADR	Proposed	Amendment — HTTP/3 Fallback Chain, Strict TLS, ECH, PQC
ADR-0355-amendment-library-first-network-opt-in-clarification.md	adr	explanation	decision/ADR	Proposed	Amendment — Library-First / Network-Opt-In Clarification
ADR-0356-amendment-library-first-ontology-read-path.md	adr	explanation	decision/ADR	Proposed	Amendment — Library-First Ontology Read-Path Clarification
ADR-0357-vertical-slice-monorepo-nesting.md	adr	explanation	decision/ADR	Proposed	Vertical-slice monorepo nesting (co-locate crate code under microservices/<ms>/crates/)
ADR-0358-ideal-production-roadmap-strangler-bazel-oya-overlay.md	adr	explanation	decision/ADR	Proposed	Ideal 0→100 production roadmap — strangler-fig migration, Bazel rules_rust
ADR-0359-jenkins-completely-replaces-github-actions.md	adr	explanation	decision/ADR	Superseded	Jenkins completely replaces GitHub Actions as the CI orchestrator
ADR-0360-ci-pipeline-optimization-program.md	adr	explanation	decision/ADR	Proposed	CI/CD pipeline optimization program — affected-target precision, gate-only overlay,
ADR-0361-jenkins-native-cicd-revamp-execution.md	adr	explanation	decision/ADR	Superseded	Execute the Jenkins-native CI/CD revamp — license-vetted hyperscaler supply-chain
ADR-0362-full-grouping-retirement-flat-only-catalog.md	adr	explanation	decision/ADR	Accepted	Full grouping retirement (flat-only catalog)
ADR-0363-retire-agentic-vcs-foundry-to-intelligence-forgejo-substrate.md	adr	explanation	decision/ADR	Accepted	Retire bespoke agentic-VCS; Foundry→Intelligence; oya is a governance-gate engine
ADR-0364-generative-adr-template-and-masterplan-generation.md	adr	explanation	decision/ADR	Accepted	-- generative front-matter (this ADR models the template it
ADR-0365-automated-adr-lifecycle-and-propagation.md	adr	explanation	decision/ADR	Accepted	Automated ADR lifecycle — research → consensus → ADR
ADR-0366-agentic-high-throughput-self-enforcing-pipeline.md	adr	explanation	decision/ADR	Accepted	Agentic high-throughput, self-enforcing, self-repairing pipeline
ADR-0367-trustless-pre-merge-verification-gateway.md	adr	explanation	decision/ADR	Accepted	Trustless pre-merge verification gateway (PR-ceremony-less)
ADR-0368-self-governing-agentic-platform-north-star.md	adr	explanation	decision/ADR	Accepted	Self-governing agentic platform — north-star charter
ADR-0369-gated-stacked-trunk-change-flow.md	adr	explanation	decision/ADR	Accepted	Gated stacked-trunk change-flow with a speculative merge-train
ADR-0370-local-production-fidelity-substrate-talos-apple-silicon.md	adr	explanation	decision/ADR	Accepted	Local production-fidelity substrate — multi-node Talos on Apple Silicon
ADR-0371-secure-control-plane-access-cloudflare-tunnel-access.md	adr	explanation	decision/ADR	Accepted	Secure control-plane access via Cloudflare Tunnel (L4) + Access
ADR-0372-frontend-stack-solidjs-ts-with-rust-wasm-compute-modules.md	adr	explanation	decision/ADR	Superseded	Frontend stack — SolidJS/TS app-shell + Rust→WASM compute modules
ADR-0373-llm-gateway-production-design.md	adr	explanation	decision/ADR	Accepted	cloud-intelligence gateway production design (provider-abstraction, key-pool resilience, audit)
ADR-0374-ci-webhook-gateway-forgejo-jenkins.md	adr	explanation	decision/ADR	Accepted	CI webhook gateway (GitHub → Jenkins gated pipeline trigger)
ADR-0375-talos-capi-argocd-fleet-substrate.md	adr	explanation	decision/ADR	Accepted	Talos + Cluster API + Argo CD fleet substrate
ADR-0376-managed-kubernetes-product-surface.md	adr	explanation	decision/ADR	Accepted	Oyatie managed-Kubernetes product surface (two-tier: hosted-default + dedicated-premium)
ADR-0377-forgejo-board-git-ref-cas-fallback.md	adr	explanation	decision/ADR	Proposed	GitHub board projection with git-ref CAS fallback
ADR-0377-kafka-to-pulsar-via-kop.md	adr	explanation	decision/ADR	Accepted	Migrate Kafka to Pulsar via KoP wire-compat
ADR-0378-canonical-local-substrate-vfkit-talos.md	adr	explanation	decision/ADR	Accepted	Canonical local substrate: vfkit + Talos Linux (retire colima)
ADR-0379-kubewarden-default-admission-substrate.md	adr	explanation	decision/ADR	Accepted	Kubewarden as the default Kubernetes admission/policy substrate (supersedes ADR-0183)
ADR-0380-ci-loop-closure-on-talos-jenkins-farm-re-establishment.md	adr	explanation	decision/ADR	Accepted	CI-loop closure on Talos: Jenkins farm re-establishment + GitHub
ADR-0381-kaniko-to-buildkit-and-multinode-talos-cell-topology.md	adr	explanation	decision/ADR	Proposed	Kaniko → BuildKit migration + multi-node Talos cell topology
ADR-0382-bare-metal-talos-zero-day-sidero.md	adr	explanation	decision/ADR	Proposed	Bare-metal Talos zero-day bring-up via Sidero Metal
ADR-0383-observability-stack-reconciliation-loki-tempo-mimir-grafana.md	adr	explanation	decision/ADR	Accepted	Observability stack reconciliation: keep Loki / Tempo / Mimir
ADR-0384-llm-gateway-oauth-subscription-pool-redesign.md	adr	explanation	decision/ADR	Proposed	cloud-intelligence gateway Path B redesign: OAuth subscription-pool replacing static
ADR-0387-ci-webhook-gateway-forgejo-to-jenkins-commit-status.md	adr	explanation	decision/ADR	Proposed	CI Webhook Gateway: GitHub → Jenkins → GitHub Commit-Status
ADR-0388-doc-axis-convention.md	adr	explanation	decision/ADR	Accepted	Doc-axis convention to prevent doc sprawl
ADR-0389-cloud-intelligence-bedrock-pattern-cloud-primitive.md	adr	explanation	decision/ADR	Accepted	cloud-intelligence: Bedrock-on-Talos pattern as a cloud primitive
ADR-0390-cloud-intelligence-v1-request-pipeline-and-proof-layer.md	adr	explanation	decision/ADR	Accepted	cloud-intelligence v1: request pipeline and proof layer
ADR-0391-n-lane-parallel-safety-proof-and-devops-console.md	adr	explanation	decision/ADR	Accepted	N-lane parallel safety proof and unified DevOps console
ADR-0392-buck2-canonical-build-graph.md	adr	explanation	decision/ADR	Proposed	Buck2 canonical build graph (reverses ADR-0358 §2 Bazel rules_rust)
ADR-0393-leptos-canonical-app-shell-frontend.md	adr	explanation	decision/ADR	Accepted	Leptos canonical app-shell frontend (Rust/WASM SSR+hydration; supersedes ADR-0372)
ADR-0394-bespoke-rust-idp-central-hub.md	adr	explanation	decision/ADR	Proposed	Bespoke-Rust IDP central hub (Leptos portal + ops-BFF; supersedes/reconciles
ADR-0408-buck2-driven-ci-cd.md	adr	explanation	decision/ADR	Proposed	Buck2-driven CI/CD — RBE + affected-targets + image builds
ADR-0476-oya-identity-bespoke-human-identity.md	adr	explanation	decision/ADR	Accepted	oya-identity: bespoke Rust human identity substrate
ADR-0478-oya-billing-bespoke-billing-engine.md	adr	explanation	decision/ADR	Accepted	oya-billing: bespoke Rust billing engine
ADR-0479-oya-meter-bespoke-usage-metering.md	adr	explanation	decision/ADR	Accepted	oya-meter: bespoke Rust usage metering substrate
ADR-0480-oya-cost-bespoke-k8s-cost-allocation.md	adr	explanation	decision/ADR	Accepted	oya-cost: bespoke Rust K8s cost allocation substrate
ADR-0481-oya-flags-bespoke-feature-flag-server.md	adr	explanation	decision/ADR	Accepted	oya-flags: bespoke Rust feature flag server superseding flagd
ADR-0482-bespoke-substrate-roadmap.md	adr	explanation	decision/ADR	Accepted	Bespoke Substrate Roadmap: multi-decade kernel + OS ambition with
ADR-0506-aws-lc-rs-canonical-crypto-provider.md	adr	explanation	decision/ADR	Accepted	aws-lc-rs canonical crypto provider (Phase-1) + oya-crypto Tier-4 bespoke
ADR-0507-webauthn-rs-canonical-relying-party.md	adr	explanation	decision/ADR	Accepted	webauthn-rs canonical WebAuthn relying-party (Phase-1) + oya-webauthn Tier-2 bespoke
ADR-0508-opensk-canonical-authenticator-reference.md	adr	explanation	decision/ADR	Accepted	OpenSK canonical authenticator-side reference (Phase-1) + oya-authn-device Tier-3 bespoke
ADR-0509-hyperscaler-service-decomposition-pattern.md	adr	explanation	decision/ADR	Accepted	Hyperscaler service decomposition pattern (single-crate-per-service + mod-based subsystems)
ADR-0510-scm-bespoke-hyperscaler-destination-cutover-trigger.md	adr	explanation	decision/ADR	Proposed	SCM destination = bespoke hyperscaler monorepo-VCS; GitHub transitory; cutover
ADR-0511-ci-orchestration-argo-workflows-supersede-jenkins.md	adr	explanation	decision/ADR	Superseded	CI orchestration = Argo Workflows (k8s-native); Jenkins transitory; supersede
ADR-0512-canonical-monorepo-pattern.md	adr	explanation	decision/ADR	Accepted	Canonical monorepo pattern — vertical-slice nesting, one workspace, bounded-context
ADR-0513-oya-ci-bespoke-rust-prow-cicd-platform.md	adr	explanation	decision/ADR	Superseded	oya-ci — bespoke-Rust Prow (Forgejo-native CI/CD platform)
ADR-0514-build-ci-cd-pipeline-target-architecture-hyperscaler-remediation.md	adr	explanation	decision/ADR	Superseded	Build/CI/CD Pipeline Target Architecture + Hyperscaler Remediation
ADR-0515-oya-ci-cd-unified-rust-native-cicd.md	adr	explanation	decision/ADR	Accepted	oya-ci / oya-cd — the unified Rust-native CI/CD product
INDEX.md	index	reference	index/meta	(none)	Oyatie Decisions Index — moved (single source of truth)
README.md	readme	how-to	index/meta	(none)	ADR Navigation Guide
specs/deep-dive-oyatie-sst-consolidation.md	spec	reference	spec/contract	Accepted	Deep-Dive Spec: oyatie Single Source of Truth + grit/icm
specs/deep-dive-trace-oyatie-sst-consolidation.md	spec	reference	spec/contract	Accepted	Deep Dive Trace: oyatie-sst-consolidation
templates/foundry-phase00-template.md	reference	reference	index/meta	Proposed	ADR-#### — <title>
